"","DIS","CMCSA","TWX","SNE","FOXA","VIAB"
"2016-06-10",96.637999,62.53508,73.629997,28.030001,28.93,41.62
"2016-06-13",96.866344,62.12681,73.129997,27.52,28.91,41.240002
"2016-06-14",97.69036,62.375755,72.760002,27.67,28.870001,41.209999
"2016-06-15",97.561293,62.086978,72.879997,28,28.959999,42.200001
"2016-06-16",97.6705,62.833814,73.419998,27.84,29.129999,45.049999
"2016-06-17",98.286031,62.106894,72.370003,27.92,28.799999,44.419998
"2016-06-20",98.85192,62.196514,72.639999,28.540001,29.190001,44.849998
"2016-06-21",98.107329,62.276178,71.809998,29.08,28.799999,43.529999
"2016-06-22",98.077547,62.375755,72.440002,28.610001,28.92,44.029999
"2016-06-23",98.305884,62.684449,73.050003,29,29.200001,43.470001
"2016-06-24",95.029687,61.389934,70.720001,27.6,26.940001,40.970001
"2016-06-27",93.699347,62.196514,69.209999,27.08,26.370001,38.880001
"2016-06-28",95.357309,62.803941,70.150002,28.120001,26.65,40.029999
"2016-06-29",96.280603,63.67027,71.690002,29.34,27,40.360001
"2016-06-30",97.114541,64.915001,73.540001,29.35,27.049999,41.470001
"2016-07-01",97.323026,65.279999,74.309998,29.389999,27.27,41.529999
"2016-07-05",96.955699,65.010002,73.849998,29.190001,26.65,41.07
"2016-07-06",97.739995,65.099998,74.540001,30.09,26.74,41.380001
"2016-07-07",98.410004,66.260002,76.110001,30.08,26.93,43.040001
"2016-07-08",99.620003,67.110001,77.959999,30.59,27.700001,45.200001
"2016-07-11",99.980003,67.410004,78.379997,31.200001,27.77,44.360001
"2016-07-12",100.199997,67.150002,78.260002,30.59,27.83,45.439999
"2016-07-13",99.879997,66.830002,78.050003,29.549999,27.92,44.799999
"2016-07-14",99.970001,67.019997,78.589996,30.040001,28.120001,44.799999
"2016-07-15",99.800003,66.879997,78.639999,30.040001,28.030001,44.279999
"2016-07-18",100.150002,66.860001,77.910004,30.299999,28.02,44.700001
"2016-07-19",99.470001,67.089996,78.080002,30.27,27.75,44.650002
"2016-07-20",98.220001,67.120003,77.860001,30.52,27,44.75
"2016-07-21",98.010002,67.019997,77.739998,30,27.18,45.299999
"2016-07-22",97.709999,67.459999,78.360001,30.209999,27.110001,45.57
"2016-07-25",97.389999,67.470001,78.5,29.85,26.85,45.34
"2016-07-26",96.690002,67.18,78.269997,30.209999,26.74,45.549999
"2016-07-27",96.330002,67.919998,77.93,30.389999,26.74,45.810001
"2016-07-28",95.910004,67.860001,77.620003,30.68,26.76,45.970001
"2016-07-29",95.949997,67.25,76.650002,33.41,26.639999,45.470001
"2016-08-01",95.540001,67.540001,76.739998,32.5,26.620001,44.349998
"2016-08-02",95.010002,66.900002,75.779999,32.5,26.700001,43.650002
"2016-08-03",96.089996,66.839996,77.830002,32.349998,27.040001,43.990002
"2016-08-04",95.160004,67.18,77.879997,32.599998,25.59,43.560001
"2016-08-05",95.830002,67.389999,79.110001,32.720001,25.639999,43.68
"2016-08-08",95.75,67.07,78.739998,32.299999,25.41,42.52
"2016-08-09",96.669998,66.900002,79.160004,32.849998,25.48,42.290001
"2016-08-10",97.860001,67.220001,79.860001,32.849998,25.58,41.740002
"2016-08-11",97.769997,67.68,80.419998,33.040001,26.16,42.610001
"2016-08-12",96.839996,67.510002,80.550003,32.82,26.02,42.91
"2016-08-15",97.099998,67.519997,80.860001,32.759998,25.85,42.82
"2016-08-16",96.879997,67.309998,81.050003,32.779999,25.459999,42.84
